Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
trainticket-1.0.0-fa8d9ef,adminbasic.service,AdminBasicInfoServiceImplTest,testDeleteContact,Long Statement,The length of the statement "Mockito.when(restTemplate.exchange("http://ts-contacts-service:12347/api/v1/contactservice/contacts/" + "contactsId"`HttpMethod.DELETE`requestEntity`Response.class)).thenReturn(re);" is 181.,48
trainticket-1.0.0-fa8d9ef,adminbasic.service,AdminBasicInfoServiceImplTest,testModifyContact,Long Statement,The length of the statement "Mockito.when(restTemplate.exchange("http://ts-contacts-service:12347/api/v1/contactservice/contacts"`HttpMethod.PUT`requestEntity`Response.class)).thenReturn(re);" is 162.,59
trainticket-1.0.0-fa8d9ef,adminbasic.service,AdminBasicInfoServiceImplTest,testAddContact,Long Statement,The length of the statement "Mockito.when(restTemplate.exchange("http://ts-contacts-service:12347/api/v1/contactservice/contacts/admin"`HttpMethod.POST`requestEntity`Response.class)).thenReturn(re);" is 169.,72
trainticket-1.0.0-fa8d9ef,adminbasic.service,AdminBasicInfoServiceImplTest,testGetAllStations,Long Statement,The length of the statement "Mockito.when(restTemplate.exchange("http://ts-station-service:12345/api/v1/stationservice/stations"`HttpMethod.GET`requestEntity`Response.class)).thenReturn(re);" is 161.,85
trainticket-1.0.0-fa8d9ef,adminbasic.service,AdminBasicInfoServiceImplTest,testAddStation,Long Statement,The length of the statement "Mockito.when(restTemplate.exchange("http://ts-station-service:12345/api/v1/stationservice/stations"`HttpMethod.POST`requestEntity`Response.class)).thenReturn(re);" is 162.,96
trainticket-1.0.0-fa8d9ef,adminbasic.service,AdminBasicInfoServiceImplTest,testDeleteStation,Long Statement,The length of the statement "Mockito.when(restTemplate.exchange("http://ts-station-service:12345/api/v1/stationservice/stations"`HttpMethod.DELETE`requestEntity`Response.class)).thenReturn(re);" is 164.,109
trainticket-1.0.0-fa8d9ef,adminbasic.service,AdminBasicInfoServiceImplTest,testModifyStation,Long Statement,The length of the statement "Mockito.when(restTemplate.exchange("http://ts-station-service:12345/api/v1/stationservice/stations"`HttpMethod.PUT`requestEntity`Response.class)).thenReturn(re);" is 161.,122
trainticket-1.0.0-fa8d9ef,adminbasic.service,AdminBasicInfoServiceImplTest,testGetAllTrains,Long Statement,The length of the statement "Mockito.when(restTemplate.exchange("http://ts-train-service:14567/api/v1/trainservice/trains"`HttpMethod.GET`requestEntity`Response.class)).thenReturn(re);" is 155.,135
trainticket-1.0.0-fa8d9ef,adminbasic.service,AdminBasicInfoServiceImplTest,testAddTrain,Long Statement,The length of the statement "Mockito.when(restTemplate.exchange("http://ts-train-service:14567/api/v1/trainservice/trains"`HttpMethod.POST`requestEntity`Response.class)).thenReturn(re);" is 156.,146
trainticket-1.0.0-fa8d9ef,adminbasic.service,AdminBasicInfoServiceImplTest,testDeleteTrain,Long Statement,The length of the statement "Mockito.when(restTemplate.exchange("http://ts-train-service:14567/api/v1/trainservice/trains/" + "id"`HttpMethod.DELETE`requestEntity`Response.class)).thenReturn(re);" is 166.,159
trainticket-1.0.0-fa8d9ef,adminbasic.service,AdminBasicInfoServiceImplTest,testModifyTrain,Long Statement,The length of the statement "Mockito.when(restTemplate.exchange("http://ts-train-service:14567/api/v1/trainservice/trains"`HttpMethod.PUT`requestEntity`Response.class)).thenReturn(re);" is 155.,170
trainticket-1.0.0-fa8d9ef,adminbasic.service,AdminBasicInfoServiceImplTest,testGetAllConfigs,Long Statement,The length of the statement "Mockito.when(restTemplate.exchange("http://ts-config-service:15679/api/v1/configservice/configs"`HttpMethod.GET`requestEntity`Response.class)).thenReturn(re);" is 158.,183
trainticket-1.0.0-fa8d9ef,adminbasic.service,AdminBasicInfoServiceImplTest,testAddConfig,Long Statement,The length of the statement "Mockito.when(restTemplate.exchange("http://ts-config-service:15679/api/v1/configservice/configs"`HttpMethod.POST`requestEntity`Response.class)).thenReturn(re);" is 159.,194
trainticket-1.0.0-fa8d9ef,adminbasic.service,AdminBasicInfoServiceImplTest,testDeleteConfig,Long Statement,The length of the statement "Mockito.when(restTemplate.exchange("http://ts-config-service:15679/api/v1/configservice/configs/" + "name"`HttpMethod.DELETE`requestEntity`Response.class)).thenReturn(re);" is 171.,207
trainticket-1.0.0-fa8d9ef,adminbasic.service,AdminBasicInfoServiceImplTest,testModifyConfig,Long Statement,The length of the statement "Mockito.when(restTemplate.exchange("http://ts-config-service:15679/api/v1/configservice/configs"`HttpMethod.PUT`requestEntity`Response.class)).thenReturn(re);" is 158.,218
trainticket-1.0.0-fa8d9ef,adminbasic.service,AdminBasicInfoServiceImplTest,testGetAllPrices,Long Statement,The length of the statement "Mockito.when(restTemplate.exchange("http://ts-price-service:16579/api/v1/priceservice/prices"`HttpMethod.GET`requestEntity`Response.class)).thenReturn(re);" is 155.,231
trainticket-1.0.0-fa8d9ef,adminbasic.service,AdminBasicInfoServiceImplTest,testAddPrice,Long Statement,The length of the statement "Mockito.when(restTemplate.exchange("http://ts-price-service:16579/api/v1/priceservice/prices"`HttpMethod.POST`requestEntity`Response.class)).thenReturn(re);" is 156.,242
trainticket-1.0.0-fa8d9ef,adminbasic.service,AdminBasicInfoServiceImplTest,testDeletePrice,Long Statement,The length of the statement "Mockito.when(restTemplate.exchange("http://ts-price-service:16579/api/v1/priceservice/prices"`HttpMethod.DELETE`requestEntity`Response.class)).thenReturn(re);" is 158.,255
trainticket-1.0.0-fa8d9ef,adminbasic.service,AdminBasicInfoServiceImplTest,testModifyPrice,Long Statement,The length of the statement "Mockito.when(restTemplate.exchange("http://ts-price-service:16579/api/v1/priceservice/prices"`HttpMethod.PUT`requestEntity`Response.class)).thenReturn(re);" is 155.,268
trainticket-1.0.0-fa8d9ef,adminorder.config,SecurityConfig,corsConfigurer,Long Statement,The length of the statement "registry.addMapping("/**").allowedOrigins(ALL).allowedMethods(ALL).allowedHeaders(ALL).allowCredentials(false).maxAge(3600);" is 124.,38
trainticket-1.0.0-fa8d9ef,adminorder.config,SecurityConfig,corsConfigurer,Magic Number,The method contains a magic number: 3600,38
trainticket-1.0.0-fa8d9ef,adminorder.config,SecurityConfig,addCorsMappings,Long Statement,The length of the statement "registry.addMapping("/**").allowedOrigins(ALL).allowedMethods(ALL).allowedHeaders(ALL).allowCredentials(false).maxAge(3600);" is 124.,49
trainticket-1.0.0-fa8d9ef,adminorder.config,SecurityConfig,addCorsMappings,Magic Number,The method contains a magic number: 3600,49
trainticket-1.0.0-fa8d9ef,adminorder.config,SecurityConfig,configure,Long Statement,The length of the statement "httpSecurity.httpBasic().disable().csrf().disable().sessionManagement().sessionCreationPolicy(SessionCreationPolicy.STATELESS).and().authorizeRequests().antMatchers("/api/v1/adminorderservice/**").hasRole("ADMIN").antMatchers("/swagger-ui.html"`"/webjars/**"`"/images/**"`"/configuration/**"`"/swagger-resources/**"`"/v2/**").permitAll().anyRequest().authenticated().and().addFilterBefore(new JWTFilter()`UsernamePasswordAuthenticationFilter.class);" is 449.,62
trainticket-1.0.0-fa8d9ef,adminorder.controller,AdminOrderControllerTest,testHome,Long Statement,The length of the statement "mockMvc.perform(MockMvcRequestBuilders.get("/api/v1/adminorderservice/welcome")).andExpect(MockMvcResultMatchers.status().isOk());" is 130.,40
trainticket-1.0.0-fa8d9ef,adminorder.controller,AdminOrderControllerTest,testGetAllOrders,Long Statement,The length of the statement "String result=mockMvc.perform(MockMvcRequestBuilders.get("/api/v1/adminorderservice/adminorder")).andExpect(MockMvcResultMatchers.status().isOk()).andReturn().getResponse().getContentAsString();" is 194.,46
trainticket-1.0.0-fa8d9ef,adminorder.controller,AdminOrderControllerTest,testAddOrder,Long Statement,The length of the statement "String result=mockMvc.perform(MockMvcRequestBuilders.post("/api/v1/adminorderservice/adminorder").contentType(MediaType.APPLICATION_JSON).content(requestJson)).andExpect(MockMvcResultMatchers.status().isOk()).andReturn().getResponse().getContentAsString();" is 256.,55
trainticket-1.0.0-fa8d9ef,adminorder.controller,AdminOrderControllerTest,testUpdateOrder,Long Statement,The length of the statement "Mockito.when(adminOrderService.updateOrder(Mockito.any(Order.class)`Mockito.any(HttpHeaders.class))).thenReturn(response);" is 122.,66
trainticket-1.0.0-fa8d9ef,adminorder.controller,AdminOrderControllerTest,testUpdateOrder,Long Statement,The length of the statement "String result=mockMvc.perform(MockMvcRequestBuilders.put("/api/v1/adminorderservice/adminorder").contentType(MediaType.APPLICATION_JSON).content(requestJson)).andExpect(MockMvcResultMatchers.status().isOk()).andReturn().getResponse().getContentAsString();" is 255.,66
trainticket-1.0.0-fa8d9ef,adminorder.controller,AdminOrderControllerTest,testDeleteOrder,Long Statement,The length of the statement "Mockito.when(adminOrderService.deleteOrder(Mockito.anyString()`Mockito.anyString()`Mockito.any(HttpHeaders.class))).thenReturn(response);" is 137.,77
trainticket-1.0.0-fa8d9ef,adminorder.controller,AdminOrderControllerTest,testDeleteOrder,Long Statement,The length of the statement "String result=mockMvc.perform(MockMvcRequestBuilders.delete("/api/v1/adminorderservice/adminorder/orderId/trainNumber")).andExpect(MockMvcResultMatchers.status().isOk()).andReturn().getResponse().getContentAsString();" is 217.,77
trainticket-1.0.0-fa8d9ef,adminorder.controller,FoodControllerTest,testHome,Long Statement,The length of the statement "mockMvc.perform(MockMvcRequestBuilders.get("/api/v1/foodservice/welcome")).andExpect(MockMvcResultMatchers.status().isOk()).andExpect(MockMvcResultMatchers.content().string("Welcome to [ Food Service ] !"));" is 207.,40
trainticket-1.0.0-fa8d9ef,adminorder.controller,FoodControllerTest,testFindAllFoodOrder,Long Statement,The length of the statement "String result=mockMvc.perform(MockMvcRequestBuilders.get("/api/v1/foodservice/orders")).andExpect(MockMvcResultMatchers.status().isOk()).andReturn().getResponse().getContentAsString();" is 184.,47
trainticket-1.0.0-fa8d9ef,adminorder.controller,FoodControllerTest,testCreateFoodOrder,Long Statement,The length of the statement "Mockito.when(foodService.createFoodOrder(Mockito.any(FoodOrder.class)`Mockito.any(HttpHeaders.class))).thenReturn(response);" is 124.,56
trainticket-1.0.0-fa8d9ef,adminorder.controller,FoodControllerTest,testCreateFoodOrder,Long Statement,The length of the statement "String result=mockMvc.perform(MockMvcRequestBuilders.post("/api/v1/foodservice/orders").contentType(MediaType.APPLICATION_JSON).content(requestJson)).andExpect(MockMvcResultMatchers.status().isOk()).andReturn().getResponse().getContentAsString();" is 246.,56
trainticket-1.0.0-fa8d9ef,adminorder.controller,FoodControllerTest,testUpdateFoodOrder,Long Statement,The length of the statement "Mockito.when(foodService.updateFoodOrder(Mockito.any(FoodOrder.class)`Mockito.any(HttpHeaders.class))).thenReturn(response);" is 124.,67
trainticket-1.0.0-fa8d9ef,adminorder.controller,FoodControllerTest,testUpdateFoodOrder,Long Statement,The length of the statement "String result=mockMvc.perform(MockMvcRequestBuilders.put("/api/v1/foodservice/orders").contentType(MediaType.APPLICATION_JSON).content(requestJson)).andExpect(MockMvcResultMatchers.status().isOk()).andReturn().getResponse().getContentAsString();" is 245.,67
trainticket-1.0.0-fa8d9ef,adminorder.controller,FoodControllerTest,testDeleteFoodOrder,Long Statement,The length of the statement "String result=mockMvc.perform(MockMvcRequestBuilders.delete("/api/v1/foodservice/orders/order_id")).andExpect(MockMvcResultMatchers.status().isOk()).andReturn().getResponse().getContentAsString();" is 196.,78
trainticket-1.0.0-fa8d9ef,adminorder.controller,FoodControllerTest,testFindFoodOrderByOrderId,Long Statement,The length of the statement "String result=mockMvc.perform(MockMvcRequestBuilders.get("/api/v1/foodservice/orders/order_id")).andExpect(MockMvcResultMatchers.status().isOk()).andReturn().getResponse().getContentAsString();" is 193.,87
trainticket-1.0.0-fa8d9ef,adminorder.controller,FoodControllerTest,testGetAllFood,Long Statement,The length of the statement "Mockito.when(foodService.getAllFood(Mockito.anyString()`Mockito.anyString()`Mockito.anyString()`Mockito.anyString()`Mockito.any(HttpHeaders.class))).thenReturn(response);" is 170.,96
trainticket-1.0.0-fa8d9ef,adminorder.controller,FoodControllerTest,testGetAllFood,Long Statement,The length of the statement "String result=mockMvc.perform(MockMvcRequestBuilders.get("/api/v1/foodservice/foods/date/start_station/end_station/trip_id")).andExpect(MockMvcResultMatchers.status().isOk()).andReturn().getResponse().getContentAsString();" is 222.,96
