project,versionId,versionIndex,versionDate,AbstractnessMetric,ChangeHasOccurred,ComponentType,FanIn,FanOut,InstabilityMetric,IsNested,LinesOfCode,NumberOfChildren,PageRank,TotalAmountOfChanges,constructType,filePathReal,filePathRelative,name,simpleName,vertexId,vertexLabel
sitewhere-1.11.0,8d58f76d-7355-4d9d-930c-469ebc7f030d,1,2023-02-10T21:40:38.364638400,0.0,false,PACKAGE,1,9,0.9166666666666666,false,212,2,9.521972868532434E-4,0,PACKAGE,.,.,com.sitewhere.groovy.device.communication.rest,rest,0,container
sitewhere-1.11.0,8d58f76d-7355-4d9d-930c-469ebc7f030d,1,2023-02-10T21:40:38.364638400,0.0,false,PACKAGE,8,4,0.4090909090909091,false,120,2,0.008235214213731001,0,PACKAGE,.,.,com.sitewhere.rest.model.device.batch,batch,16463,container
sitewhere-1.11.0,8d58f76d-7355-4d9d-930c-469ebc7f030d,1,2023-02-10T21:40:38.364638400,0.0,false,PACKAGE,1,4,1.0,false,0,1,9.773379103088975E-4,0,PACKAGE,.,.,com.sitewhere.device.communication.decoder,decoder,24655,container
sitewhere-1.11.0,8d58f76d-7355-4d9d-930c-469ebc7f030d,1,2023-02-10T21:40:38.364638400,0.0,false,PACKAGE,5,3,0.5384615384615384,false,166,3,0.0013641497002133442,0,PACKAGE,.,.,com.sitewhere.rest.model.scheduling.request,request,8277,container
sitewhere-1.11.0,8d58f76d-7355-4d9d-930c-469ebc7f030d,1,2023-02-10T21:40:38.364638400,0.0,false,PACKAGE,1,11,0.9047619047619048,false,464,7,9.521972868532434E-4,0,PACKAGE,.,.,com.sitewhere.device.communication.coap,coap,24663,container
sitewhere-1.11.0,8d58f76d-7355-4d9d-930c-469ebc7f030d,1,2023-02-10T21:40:38.364638400,0.625,false,PACKAGE,30,2,0.023255813953488372,false,116,16,0.01358706017520666,0,PACKAGE,.,.,com.sitewhere.spi.device.command,command,12382,container
sitewhere-1.11.0,8d58f76d-7355-4d9d-930c-469ebc7f030d,1,2023-02-10T21:40:38.364638400,0.0,false,PACKAGE,9,3,0.2,false,36,1,0.009138014781670735,0,PACKAGE,.,.,com.sitewhere.rest.model.device.streaming,streaming,16487,container
sitewhere-1.11.0,8d58f76d-7355-4d9d-930c-469ebc7f030d,1,2023-02-10T21:40:38.364638400,1.0,false,PACKAGE,24,2,0.125,false,91,12,0.019963013606678726,0,PACKAGE,.,.,com.sitewhere.spi.device.event.request,request,4212,container
sitewhere-1.11.0,8d58f76d-7355-4d9d-930c-469ebc7f030d,1,2023-02-10T21:40:38.364638400,0.0,false,PACKAGE,3,1,0.25,false,16,2,0.001147604402666191,0,PACKAGE,.,.,com.sitewhere.device.communication.sms,sms,117,container
sitewhere-1.11.0,8d58f76d-7355-4d9d-930c-469ebc7f030d,1,2023-02-10T21:40:38.364638400,0.0,false,PACKAGE,1,2,0.75,false,53,2,0.0012110478156279198,0,PACKAGE,.,.,com.sitewhere.rest.model.device.charting,charting,16503,container
sitewhere-1.11.0,8d58f76d-7355-4d9d-930c-469ebc7f030d,1,2023-02-10T21:40:38.364638400,1.0,false,PACKAGE,9,8,0.6216216216216216,false,105,9,0.005797172007217105,0,PACKAGE,.,.,com.sitewhere.spi.device.event.processor,processor,4220,container
sitewhere-1.11.0,8d58f76d-7355-4d9d-930c-469ebc7f030d,1,2023-02-10T21:40:38.364638400,0.0,false,PACKAGE,4,6,0.75,false,114,1,0.001201401409575175,0,PACKAGE,.,.,com.sitewhere.rest.model.device.event.request.scripting,scripting,4229,container
sitewhere-1.11.0,8d58f76d-7355-4d9d-930c-469ebc7f030d,1,2023-02-10T21:40:38.364638400,0.0,false,PACKAGE,1,8,0.9,false,37,1,9.521972868532434E-4,0,PACKAGE,.,.,com.sitewhere.device.communication.deduplicator,deduplicator,16531,container
sitewhere-1.11.0,8d58f76d-7355-4d9d-930c-469ebc7f030d,1,2023-02-10T21:40:38.364638400,1.0,false,PACKAGE,70,19,0.2265625,false,142,18,0.026866337035978294,0,PACKAGE,.,.,com.sitewhere.spi.server,server,154,container
sitewhere-1.11.0,8d58f76d-7355-4d9d-930c-469ebc7f030d,1,2023-02-10T21:40:38.364638400,0.0,false,PACKAGE,1,3,0.8,false,26,1,0.0010802390691334767,0,PACKAGE,.,.,com.sitewhere.rest.model.scheduling.request.scripting,scripting,8354,container
sitewhere-1.11.0,8d58f76d-7355-4d9d-930c-469ebc7f030d,1,2023-02-10T21:40:38.364638400,0.0,false,PACKAGE,1,10,0.9230769230769231,false,59,1,9.521972868532434E-4,0,PACKAGE,.,.,com.sitewhere.groovy.device.communication.deduplicator,deduplicator,16554,container
sitewhere-1.11.0,8d58f76d-7355-4d9d-930c-469ebc7f030d,1,2023-02-10T21:40:38.364638400,0.0,false,PACKAGE,1,7,0.9,false,89,1,9.521972868532434E-4,0,PACKAGE,.,.,com.sitewhere.twilio,twilio,4292,container
sitewhere-1.11.0,8d58f76d-7355-4d9d-930c-469ebc7f030d,1,2023-02-10T21:40:38.364638400,0.5,false,PACKAGE,0,9,1.0,false,277,3,9.37685824366229E-4,0,PACKAGE,.,.,com.sitewhere.assetmodule.magento,magento,12486,container
sitewhere-1.11.0,8d58f76d-7355-4d9d-930c-469ebc7f030d,1,2023-02-10T21:40:38.364638400,0.0,false,PACKAGE,1,4,1.0,false,0,1,9.773379103088975E-4,0,PACKAGE,.,.,com.sitewhere.groovy.device.communication.decoder,decoder,16590,container
sitewhere-1.11.0,8d58f76d-7355-4d9d-930c-469ebc7f030d,1,2023-02-10T21:40:38.364638400,0.0,false,PACKAGE,1,8,0.9,false,65,1,9.521972868532434E-4,0,PACKAGE,.,.,com.sitewhere.groovy.device.communication.decoder.composite,composite,16596,container
sitewhere-1.11.0,8d58f76d-7355-4d9d-930c-469ebc7f030d,1,2023-02-10T21:40:38.364638400,0.0,false,PACKAGE,0,0,0.0,false,4,1,9.37685824366229E-4,0,PACKAGE,.,.,com.sitewhere.rest.spring,spring,8429,container
sitewhere-1.11.0,8d58f76d-7355-4d9d-930c-469ebc7f030d,1,2023-02-10T21:40:38.364638400,0.0,false,PACKAGE,1,7,0.9090909090909091,false,150,1,9.521972868532434E-4,0,PACKAGE,.,.,com.sitewhere.solr.search,search,4342,container
sitewhere-1.11.0,8d58f76d-7355-4d9d-930c-469ebc7f030d,1,2023-02-10T21:40:38.364638400,0.0,false,PACKAGE,0,1,1.0,false,348,2,9.37685824366229E-4,0,PACKAGE,.,.,com.sitewhere.wso2.identity.ksoap2,ksoap2,16638,container
sitewhere-1.11.0,8d58f76d-7355-4d9d-930c-469ebc7f030d,1,2023-02-10T21:40:38.364638400,0.4,false,PACKAGE,5,3,0.25,false,385,5,0.0011984815388842451,0,PACKAGE,.,.,com.sitewhere.hbase.uid,uid,4393,container
sitewhere-1.11.0,8d58f76d-7355-4d9d-930c-469ebc7f030d,1,2023-02-10T21:40:38.364638400,1.0,false,PACKAGE,2,0,0.0,false,70,4,9.64802518854907E-4,0,PACKAGE,.,.,com.sitewhere.web.rest.annotations,annotations,16690,container
sitewhere-1.11.0,8d58f76d-7355-4d9d-930c-469ebc7f030d,1,2023-02-10T21:40:38.364638400,0.0,false,PACKAGE,1,52,0.8867924528301887,false,3175,29,9.492852845800853E-4,0,PACKAGE,.,.,com.sitewhere.web.rest.documentation,documentation,16698,container
