Project Name,Package Name,Type Name,Testability Smell,Cause of the Smell
sitewhere-2.1.0-0c184b5,com.sitewhere.labels.microservice,LabelGenerationMicroservice,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 8
sitewhere-2.1.0-0c184b5,com.sitewhere.labels.symbology,DefaultEntityUriProvider,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: SITEWHERE_PROTOCOL; INSTANCE
sitewhere-2.1.0-0c184b5,com.sitewhere.connectors.configuration,OutboundConnectorsModelProvider,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 8
sitewhere-2.1.0-0c184b5,com.sitewhere.connectors.spring,OutboundConnectorsParser,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 21
sitewhere-2.1.0-0c184b5,com.sitewhere.schedule.persistence.mongodb,IScheduleManagementMongoClient,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: DEFAULT_SCHEDULES_COLLECTION_NAME; DEFAULT_SCHEDULED_JOBS_COLLECTION_NAME
sitewhere-2.1.0-0c184b5,com.sitewhere.schedule.persistence.mongodb,MongoSchedule,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: PROP_ID; PROP_TOKEN; PROP_NAME; PROP_TRIGGER_TYPE; PROP_TRIGGER_CONFIGURATION; PROP_START_DATE; PROP_END_DATE
sitewhere-2.1.0-0c184b5,com.sitewhere.schedule.persistence.mongodb,MongoScheduledJob,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: PROP_ID; PROP_TOKEN; PROP_SCHEDULE_TOKEN; PROP_JOB_TYPE; PROP_JOB_CONFIGURATION; PROP_JOB_STATE
sitewhere-2.1.0-0c184b5,com.sitewhere.schedule.persistence.mongodb,MongoScheduleManagement,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 8
sitewhere-2.1.0-0c184b5,com.sitewhere.media.persistence.mongodb,IDeviceStreamManagementMongoClient,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: DEFAULT_DEVICE_STREAM_COLLECTION_NAME; DEFAULT_STREAM_DATA_COLLECTION_NAME
sitewhere-2.1.0-0c184b5,com.sitewhere.media.persistence.mongodb,MongoDeviceStream,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: PROP_ASSIGNMENT_ID; PROP_CONTENT_TYPE
sitewhere-2.1.0-0c184b5,com.sitewhere.media.persistence.mongodb,MongoDeviceStreamData,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: PROP_STREAM_ID; PROP_SEQUENCE_NUMBER; PROP_DATA
sitewhere-2.1.0-0c184b5,com.sitewhere.web.auth,RestAuthConfiguration,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: REST_AUTH_MATCHER
sitewhere-2.1.0-0c184b5,com.sitewhere.web.auth,RestAuthSwaggerConfiguration,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: SWAGGER_MATCHER
sitewhere-2.1.0-0c184b5,com.sitewhere.web.filters,JsonpFilter,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: DEFAULT_CALLBACK; SAFE_PATTERN
sitewhere-2.1.0-0c184b5,com.sitewhere.web.microservice,WebRestConfiguration,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 11
sitewhere-2.1.0-0c184b5,com.sitewhere.web.microservice,WebRestMicroservice,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 16
sitewhere-2.1.0-0c184b5,com.sitewhere.web.rest.controllers,Assignments,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 8
sitewhere-2.1.0-0c184b5,com.sitewhere.web.rest.controllers,Instance,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 13
sitewhere-2.1.0-0c184b5,com.sitewhere.web.rest,RestApiConfiguration,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: REST_API_MATCHER
sitewhere-2.1.0-0c184b5,com.sitewhere.web.rest,RestApiSwaggerConfiguration,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: SWAGGER_MATCHER
sitewhere-2.1.0-0c184b5,com.sitewhere.web.ws,WebSocketApiConfiguration,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: WEB_SOCKET_MATCHER
sitewhere-2.1.0-0c184b5,com.sitewhere.communication.mqtt,MqttLifecycleComponent,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: DEFAULT_PROTOCOL; DEFAULT_HOSTNAME; DEFAULT_PORT; DEFAULT_CONNECT_TIMEOUT_SECS
sitewhere-2.1.0-0c184b5,com.sitewhere.communication.protobuf,ProtobufNaming,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: COMMAND_TYPES_ENUM; HEADER_COMMAND_FIELD_NAME; HEADER_ORIGINATOR_FIELD_NAME; HEADER_NESTED_PATH_FIELD_NAME; HEADER_NESTED_TYPE_FIELD_NAME; UUID_MSG_NAME; HEADER_MSG_NAME
sitewhere-2.1.0-0c184b5,com.sitewhere.configuration.model,ConfigurationModelProvider,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: ATTR_GROUP_GENERAL; ATTR_GROUP_CONNECTIVITY; ATTR_GROUP_AUTHENTICATION; ATTR_GROUP_PERFORMANCE; ATTR_GROUP_BATCH
sitewhere-2.1.0-0c184b5,com.sitewhere.configuration.old,IConfigurationParser.Elements,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
sitewhere-2.1.0-0c184b5,com.sitewhere.configuration.old,IDeviceServicesParser.Elements,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
sitewhere-2.1.0-0c184b5,com.sitewhere.configuration.old,IDeviceServicesParser.SymbolGenerators,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
sitewhere-2.1.0-0c184b5,com.sitewhere.configuration.old,IEventProcessingParser.Elements,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
sitewhere-2.1.0-0c184b5,com.sitewhere.configuration.parser,IAssetManagementParser,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: ROOT
sitewhere-2.1.0-0c184b5,com.sitewhere.configuration.parser,IAssetManagementParser.Elements,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
sitewhere-2.1.0-0c184b5,com.sitewhere.configuration.parser,IBatchOperationsParser,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: ROOT
sitewhere-2.1.0-0c184b5,com.sitewhere.configuration.parser,IBatchOperationsParser.Elements,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
sitewhere-2.1.0-0c184b5,com.sitewhere.configuration.parser,ICommandDeliveryParser,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: ROOT
sitewhere-2.1.0-0c184b5,com.sitewhere.configuration.parser,ICommandDeliveryParser.Elements,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
sitewhere-2.1.0-0c184b5,com.sitewhere.configuration.parser,ICommandDeliveryParser.BinaryCommandEncoders,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
sitewhere-2.1.0-0c184b5,com.sitewhere.configuration.parser,ICommandDeliveryParser.StringCommandEncoders,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
sitewhere-2.1.0-0c184b5,com.sitewhere.configuration.parser,IConnectorCommonParser.Solr,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
sitewhere-2.1.0-0c184b5,com.sitewhere.configuration.parser,IConnectorCommonParser.SolrConnectorElements,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
sitewhere-2.1.0-0c184b5,com.sitewhere.configuration.parser,IDatastoreCommonParser.Elements,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
sitewhere-2.1.0-0c184b5,com.sitewhere.configuration.parser,IDatastoreCommonParser.DeviceManagementDatastoreElements,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
sitewhere-2.1.0-0c184b5,com.sitewhere.configuration.parser,IDatastoreCommonParser.EventManagementDatastoreElements,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
sitewhere-2.1.0-0c184b5,com.sitewhere.configuration.parser,IDeviceManagementParser,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: ROOT
sitewhere-2.1.0-0c184b5,com.sitewhere.configuration.parser,IDeviceManagementParser.Elements,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
sitewhere-2.1.0-0c184b5,com.sitewhere.configuration.parser,IDeviceRegistrationParser,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: ROOT
sitewhere-2.1.0-0c184b5,com.sitewhere.configuration.parser,IDeviceRegistrationParser.Elements,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
sitewhere-2.1.0-0c184b5,com.sitewhere.configuration.parser,IDeviceStateManagementParser,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: ROOT
sitewhere-2.1.0-0c184b5,com.sitewhere.configuration.parser,IDeviceStateManagementParser.Elements,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
sitewhere-2.1.0-0c184b5,com.sitewhere.configuration.parser,IEventManagementParser,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: ROOT
sitewhere-2.1.0-0c184b5,com.sitewhere.configuration.parser,IEventManagementParser.Elements,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
sitewhere-2.1.0-0c184b5,com.sitewhere.configuration.parser,IEventSearchParser,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: ROOT
sitewhere-2.1.0-0c184b5,com.sitewhere.configuration.parser,IEventSearchParser.Elements,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
sitewhere-2.1.0-0c184b5,com.sitewhere.configuration.parser,IEventSearchParser.SearchProvidersElements,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
sitewhere-2.1.0-0c184b5,com.sitewhere.configuration.parser,IEventSourcesParser,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: ROOT
sitewhere-2.1.0-0c184b5,com.sitewhere.configuration.parser,IEventSourcesParser.Elements,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
sitewhere-2.1.0-0c184b5,com.sitewhere.configuration.parser,IEventSourcesParser.BinaryDecoders,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
sitewhere-2.1.0-0c184b5,com.sitewhere.configuration.parser,IEventSourcesParser.StringDecoders,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
sitewhere-2.1.0-0c184b5,com.sitewhere.configuration.parser,IEventSourcesParser.CoapDecoders,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
sitewhere-2.1.0-0c184b5,com.sitewhere.configuration.parser,IEventSourcesParser.BinarySocketInteractionHandlers,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
sitewhere-2.1.0-0c184b5,com.sitewhere.configuration.parser,IEventSourcesParser.CompositeDecoderMetadataExtractorElements,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
sitewhere-2.1.0-0c184b5,com.sitewhere.configuration.parser,IEventSourcesParser.CompositeDecoderChoiceElements,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
sitewhere-2.1.0-0c184b5,com.sitewhere.configuration.parser,IEventSourcesParser.Deduplicators,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
sitewhere-2.1.0-0c184b5,com.sitewhere.configuration.parser,IInboundProcessingParser,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: ROOT
sitewhere-2.1.0-0c184b5,com.sitewhere.configuration.parser,IInstanceManagementParser,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: ROOT
sitewhere-2.1.0-0c184b5,com.sitewhere.configuration.parser,IInstanceManagementParser.TopLevelElements,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
sitewhere-2.1.0-0c184b5,com.sitewhere.configuration.parser,IInstanceManagementParser.PersistenceConfigurationsElements,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
sitewhere-2.1.0-0c184b5,com.sitewhere.configuration.parser,IInstanceManagementParser.MongoDbElements,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
sitewhere-2.1.0-0c184b5,com.sitewhere.configuration.parser,IInstanceManagementParser.InfluxDbElements,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
sitewhere-2.1.0-0c184b5,com.sitewhere.configuration.parser,IInstanceManagementParser.CassandraElements,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
sitewhere-2.1.0-0c184b5,com.sitewhere.configuration.parser,IInstanceManagementParser.ConnectorConfigurationsElements,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
sitewhere-2.1.0-0c184b5,com.sitewhere.configuration.parser,IInstanceManagementParser.SolrElements,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
sitewhere-2.1.0-0c184b5,com.sitewhere.configuration.parser,ILabelGenerationParser,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: ROOT
sitewhere-2.1.0-0c184b5,com.sitewhere.configuration.parser,ILabelGenerationParser.Elements,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
sitewhere-2.1.0-0c184b5,com.sitewhere.configuration.parser,ILabelGenerationParser.LabelGeneratorElements,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
sitewhere-2.1.0-0c184b5,com.sitewhere.configuration.parser,IOutboundConnectorsParser,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: ROOT
sitewhere-2.1.0-0c184b5,com.sitewhere.configuration.parser,IOutboundConnectorsParser.Elements,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
sitewhere-2.1.0-0c184b5,com.sitewhere.configuration.parser,IOutboundConnectorsParser.Filters,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
sitewhere-2.1.0-0c184b5,com.sitewhere.configuration.parser,IOutboundConnectorsParser.Multicasters,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
sitewhere-2.1.0-0c184b5,com.sitewhere.configuration.parser,IOutboundConnectorsParser.RouteBuilders,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
sitewhere-2.1.0-0c184b5,com.sitewhere.configuration.parser,IOutboundConnectorsParser.UriBuilders,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
sitewhere-2.1.0-0c184b5,com.sitewhere.configuration.parser,IOutboundConnectorsParser.PayloadBuilders,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
sitewhere-2.1.0-0c184b5,com.sitewhere.configuration.parser,IPresenceManagementParser,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: ROOT
sitewhere-2.1.0-0c184b5,com.sitewhere.configuration.parser,IRuleProcessingParser,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: ROOT
sitewhere-2.1.0-0c184b5,com.sitewhere.configuration.parser,IRuleProcessingParser.Elements,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
sitewhere-2.1.0-0c184b5,com.sitewhere.configuration.parser,IScheduleManagementParser,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: ROOT
sitewhere-2.1.0-0c184b5,com.sitewhere.configuration.parser,IScheduleManagementParser.Elements,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
sitewhere-2.1.0-0c184b5,com.sitewhere.configuration.parser,IStreamingMediaParser,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: ROOT
sitewhere-2.1.0-0c184b5,com.sitewhere.configuration.parser,ITenantManagementParser,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: ROOT
sitewhere-2.1.0-0c184b5,com.sitewhere.configuration.parser,ITenantManagementParser.Elements,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
sitewhere-2.1.0-0c184b5,com.sitewhere.configuration.parser,IUserManagementParser,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: ROOT
sitewhere-2.1.0-0c184b5,com.sitewhere.configuration.parser,IUserManagementParser.Elements,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
sitewhere-2.1.0-0c184b5,com.sitewhere.configuration.parser,IWebRestParser,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: ROOT
sitewhere-2.1.0-0c184b5,com.sitewhere.core,Boilerplate,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: DEFAULT_MESSAGE_WIDTH
sitewhere-2.1.0-0c184b5,com.sitewhere.device.marshaling,DeviceMarshalHelper,Law of Demeter violation,The tool detected the smell in this method (convert) because the method voilates the law of Demeter. The long chain of method invocations is : com.sitewhere.device.marshaling.DeviceMarshalHelper.getNestedHelper; com.sitewhere.device.marshaling.DeviceMarshalHelper.convert
sitewhere-2.1.0-0c184b5,com.sitewhere.groovy,IGroovyVariables,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: VAR_TENANT; VAR_DEVICE_MANAGEMENT; VAR_DEVICE; VAR_EVENT; VAR_EVENT_CONTEXT; VAR_ASSIGNMENT; VAR_ACTIVE_ASSIGNMENTS; VAR_DEVICE_MANAGEMENT_BUILDER; VAR_EVENT_MANAGEMENT_BUILDER; VAR_ASSET_MANAGEMENT_BUILDER; VAR_TENANT_MANAGEMENT_BUILDER; VAR_DECODED_EVENTS; VAR_DECODED_DEVICE_REQUEST; VAR_PAYLOAD; VAR_PAYLOAD_METADATA; VAR_EVENT_PAYLOADS; VAR_REST_CLIENT; VAR_LOGGER; VAR_COMMAND_EXECUTION; VAR_SYSTEM_COMMAND; VAR_NESTING_CONTEXT
sitewhere-2.1.0-0c184b5,com.sitewhere.security,SitewhereGrantedAuthority,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: ROLE_VOTER_PREFIX
sitewhere-2.1.0-0c184b5,com.sitewhere.server,SiteWhereServerBeans,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: BEAN_USER_MANAGEMENT; BEAN_DEVICE_MANAGEMENT; BEAN_DEVICE_EVENT_MANAGEMENT; BEAN_ASSET_MANAGEMENT; BEAN_SCHEDULE_MANAGEMENT; BEAN_DEVICE_COMMUNICATION; BEAN_EVENT_PROCESSING; BEAN_SEARCH_PROVIDER_MANAGER; BEAN_USER_MODEL_INITIALIZER; BEAN_TENANT_MODEL_INITIALIZER
sitewhere-2.1.0-0c184b5,com.sitewhere.common,MarshalUtils,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: MAPPER; PRETTY_MAPPER
sitewhere-2.1.0-0c184b5,com.sitewhere.rest.model.configuration,AttributeNode.Builder,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
sitewhere-2.1.0-0c184b5,com.sitewhere.rest.model.configuration,ElementNode.Builder,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
sitewhere-2.1.0-0c184b5,com.sitewhere.rest.model.device.asset,DeviceEventWithAsset,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: UNASSOCIATED_ASSET_NAME
sitewhere-2.1.0-0c184b5,com.sitewhere.rest.model.device.event.request.scripting,DeviceEventRequestBuilder.AssignmentScope,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
sitewhere-2.1.0-0c184b5,com.sitewhere.rest.model.resource.request,ResourceCreateRequest.Builder,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
sitewhere-2.1.0-0c184b5,com.sitewhere.rest.model.tenant,DatasetTemplate.Initializers,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
sitewhere-2.1.0-0c184b5,com.sitewhere.rest.model.user.request,GrantedAuthorityCreateRequest.Builder,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
sitewhere-2.1.0-0c184b5,com.sitewhere.rest.model.user.request,UserCreateRequest.Builder,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
sitewhere-2.1.0-0c184b5,com.sitewhere.spi.microservice.grpc,IGrpcSettings,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: DEFAULT_API_PORT; DEFAULT_MANAGEMENT_PORT; DEFAULT_API_HEALTH_PORT; DEFAULT_MANAGEMENT_HEALTH_PORT; USER_MANAGEMENT_API_PORT; TENANT_MANAGEMENT_API_PORT; USER_MANAGEMENT_API_HEALTH_PORT; TENANT_MANAGEMENT_API_HEALTH_PORT
sitewhere-2.1.0-0c184b5,com.sitewhere.spi.microservice.multitenant,IDatasetTemplate.Initializers,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
sitewhere-2.1.0-0c184b5,com.sitewhere.spi.microservice.spring,AssetManagementBeans,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: BEAN_MONGODB_CLIENT; BEAN_ASSET_MANAGEMENT; BEAN_ASSET_MODULE_MANAGER
sitewhere-2.1.0-0c184b5,com.sitewhere.spi.microservice.spring,BatchManagementBeans,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: BEAN_MONGODB_CLIENT; BEAN_BATCH_MANAGEMENT; BEAN_BATCH_OPERATION_MANAGER
sitewhere-2.1.0-0c184b5,com.sitewhere.spi.microservice.spring,CommandDestinationsBeans,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: BEAN_COMMAND_DESTINATIONS_MANAGER; BEAN_COMMAND_ROUTER
sitewhere-2.1.0-0c184b5,com.sitewhere.spi.microservice.spring,DeviceManagementBeans,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: BEAN_MONGODB_CLIENT; BEAN_DEVICE_MANAGEMENT
sitewhere-2.1.0-0c184b5,com.sitewhere.spi.microservice.spring,DeviceRegistrationBeans,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: BEAN_REGISTRATION_MANAGER
sitewhere-2.1.0-0c184b5,com.sitewhere.spi.microservice.spring,DeviceStateManagementBeans,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: BEAN_MONGODB_CLIENT; BEAN_DEVICE_STATE_MANAGEMENT; BEAN_PRESENCE_MANAGER
sitewhere-2.1.0-0c184b5,com.sitewhere.spi.microservice.spring,EventManagementBeans,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: BEAN_MONGODB_CLIENT; BEAN_INFLUXDB_CLIENT; BEAN_CASSANDRA_CLIENT; BEAN_EVENT_MANAGEMENT
sitewhere-2.1.0-0c184b5,com.sitewhere.spi.microservice.spring,EventSearchBeans,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: BEAN_SEARCH_PROVIDERS_MANAGER
sitewhere-2.1.0-0c184b5,com.sitewhere.spi.microservice.spring,EventSourcesBeans,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: BEAN_EVENT_SOURCES_MANAGER
sitewhere-2.1.0-0c184b5,com.sitewhere.spi.microservice.spring,InboundProcessingBeans,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: BEAN_INBOUND_PROCESSING_CONFIGURATION
sitewhere-2.1.0-0c184b5,com.sitewhere.spi.microservice.spring,InstanceManagementBeans,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: BEAN_MONGO_CONFIGURATION_BASE; BEAN_INFLUX_CONFIGURATION_BASE; BEAN_CASSANDRA_CONFIGURATION_BASE; BEAN_SOLR_CONFIGURATION_BASE
sitewhere-2.1.0-0c184b5,com.sitewhere.spi.microservice.spring,LabelGenerationBeans,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: BEAN_LABEL_GENERATOR_MANAGER
sitewhere-2.1.0-0c184b5,com.sitewhere.spi.microservice.spring,OutboundConnectorsBeans,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: BEAN_OUTBOUND_CONNECTORS_MANAGER
sitewhere-2.1.0-0c184b5,com.sitewhere.spi.microservice.spring,RuleProcessingBeans,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: BEAN_RULE_PROCESSORS_MANAGER
sitewhere-2.1.0-0c184b5,com.sitewhere.spi.microservice.spring,ScheduleManagementBeans,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: BEAN_MONGODB_CLIENT; BEAN_SCHEDULE_MANAGEMENT
sitewhere-2.1.0-0c184b5,com.sitewhere.spi.microservice.spring,TenantManagementBeans,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: BEAN_MONGODB_CLIENT; BEAN_TENANT_MANAGEMENT
sitewhere-2.1.0-0c184b5,com.sitewhere.spi.microservice.spring,UserManagementBeans,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: BEAN_MONGODB_CLIENT; BEAN_USER_MANAGEMENT
sitewhere-2.1.0-0c184b5,com.sitewhere.server.lifecycle.parameters,StringComponentParameter.Builder,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
sitewhere-2.1.0-0c184b5,com.sitewhere.grpc.client,GrpcContextKeys,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: JWT_KEY; TENANT_ID_KEY
sitewhere-2.1.0-0c184b5,com.sitewhere.grpc.client,GrpcUtils,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 9
sitewhere-2.1.0-0c184b5,com.sitewhere.grpc.client,JwtClientInterceptor,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: JWT_KEY
sitewhere-2.1.0-0c184b5,com.sitewhere.grpc.client,TenantTokenClientInterceptor,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: TENANT_ID_KEY
sitewhere-2.1.0-0c184b5,com.sitewhere.grpc.client.asset,AssetManagementApiChannel,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 10
sitewhere-2.1.0-0c184b5,com.sitewhere.grpc.client.asset,CachedAssetManagementApiChannel.CacheSettings,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
sitewhere-2.1.0-0c184b5,com.sitewhere.grpc.client.batch,BatchManagementApiChannel,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 10
sitewhere-2.1.0-0c184b5,com.sitewhere.grpc.client.cache,AssetManagementCacheProviders.AssetTypeByTokenCache,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
sitewhere-2.1.0-0c184b5,com.sitewhere.grpc.client.cache,AssetManagementCacheProviders.AssetTypeByIdCache,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
sitewhere-2.1.0-0c184b5,com.sitewhere.grpc.client.cache,AssetManagementCacheProviders.AssetByTokenCache,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
sitewhere-2.1.0-0c184b5,com.sitewhere.grpc.client.cache,AssetManagementCacheProviders.AssetByIdCache,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
sitewhere-2.1.0-0c184b5,com.sitewhere.grpc.client.cache,DeviceManagementCacheProviders.AreaByTokenCache,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
sitewhere-2.1.0-0c184b5,com.sitewhere.grpc.client.cache,DeviceManagementCacheProviders.AreaByIdCache,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
sitewhere-2.1.0-0c184b5,com.sitewhere.grpc.client.cache,DeviceManagementCacheProviders.DeviceTypeByTokenCache,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
sitewhere-2.1.0-0c184b5,com.sitewhere.grpc.client.cache,DeviceManagementCacheProviders.DeviceTypeByIdCache,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
sitewhere-2.1.0-0c184b5,com.sitewhere.grpc.client.cache,DeviceManagementCacheProviders.DeviceByTokenCache,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
