Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
sitewhere-3.0.0-fc6441d,com.sitewhere.batch,BatchOperationManager,initialize,Long Identifier,The length of the field unprocessedBatchElementsConsumer is 32.,92
sitewhere-3.0.0-fc6441d,com.sitewhere.batch,BatchOperationManager,getUnprocessedBatchOperationsConsumer,Long Identifier,The length of the field unprocessedBatchOperationsConsumer is 34.,232
sitewhere-3.0.0-fc6441d,com.sitewhere.batch,BatchOperationManager,getUnprocessedBatchElementsConsumer,Long Identifier,The length of the field unprocessedBatchElementsConsumer is 32.,241
sitewhere-3.0.0-fc6441d,com.sitewhere.batch,BatchOperationManager,handlePauseAndThrottle,Empty catch clause,The method has an empty catch block.,448
sitewhere-3.0.0-fc6441d,com.sitewhere.batch,BatchOperationManager,handlePauseAndThrottle,Magic Number,The method contains a magic number: 1000,448
sitewhere-3.0.0-fc6441d,com.sitewhere.batch.grpc,BatchManagementImpl,updateBatchOperation,Long Statement,The length of the statement "IBatchOperation apiResult=getBatchManagement().updateBatchOperation(CommonModelConverter.asApiUuid(request.getBatchOperationId())`apiRequest);" is 142.,123
sitewhere-3.0.0-fc6441d,com.sitewhere.batch.grpc,BatchManagementImpl,listBatchOperations,Long Statement,The length of the statement "ISearchResults<? extends IBatchOperation> apiResult=getBatchManagement().listBatchOperations(BatchModelConverter.asApiBatchOperationSearchCriteria(request.getCriteria()));" is 171.,185
sitewhere-3.0.0-fc6441d,com.sitewhere.batch.grpc,BatchManagementImpl,deleteBatchOperation,Long Statement,The length of the statement "IBatchOperation apiResult=getBatchManagement().deleteBatchOperation(CommonModelConverter.asApiUuid(request.getBatchOperationId()));" is 131.,214
sitewhere-3.0.0-fc6441d,com.sitewhere.batch.grpc,BatchManagementImpl,createBatchElement,Long Statement,The length of the statement "IBatchElement apiResult=getBatchManagement().createBatchElement(CommonModelConverter.asApiUuid(request.getBatchOperationId())`apiRequest);" is 138.,238
sitewhere-3.0.0-fc6441d,com.sitewhere.batch.grpc,BatchManagementImpl,listBatchElements,Long Statement,The length of the statement "getMicroservice().getLogger().info("Batch element search criteria:\n" + MarshalUtils.marshalJsonAsPrettyString(criteria));" is 122.,264
sitewhere-3.0.0-fc6441d,com.sitewhere.batch.grpc,BatchManagementImpl,listBatchElements,Long Statement,The length of the statement "ISearchResults<? extends IBatchElement> apiResult=getBatchManagement().listBatchElements(CommonModelConverter.asApiUuid(request.getBatchOperationId())`criteria);" is 161.,264
sitewhere-3.0.0-fc6441d,com.sitewhere.batch.grpc,BatchManagementImpl,updateBatchElement,Long Statement,The length of the statement "IBatchElement apiResult=getBatchManagement().updateBatchElement(CommonModelConverter.asApiUuid(request.getElementId())`apiRequest);" is 131.,297
sitewhere-3.0.0-fc6441d,com.sitewhere.batch.handler,BatchCommandInvocationHandler,process,Long Statement,The length of the statement "throw new SiteWhereException(String.format("Invalid command token (%s) for device type '%s' referenced by batch command invocation."`deviceCommandToken`type.getName()));" is 169.,57
sitewhere-3.0.0-fc6441d,com.sitewhere.batch.kafka,UnprocessedBatchElementsConsumer,getSourceTopicNames,Long Statement,The length of the statement "topics.add(getMicroservice().getKafkaTopicNaming().getUnprocessedBatchElementsTopic(getTenantEngine().getTenantResource()));" is 124.,62
sitewhere-3.0.0-fc6441d,com.sitewhere.batch.kafka,UnprocessedBatchElementsConsumer,received,Long Statement,The length of the statement "getLogger().debug("Received unprocessed batch element payload:\n\n" + MarshalUtils.marshalJsonAsPrettyString(unprocessed));" is 123.,83
sitewhere-3.0.0-fc6441d,com.sitewhere.batch.kafka,UnprocessedBatchOperationsConsumer,getSourceTopicNames,Long Statement,The length of the statement "topics.add(getMicroservice().getKafkaTopicNaming().getUnprocessedBatchOperationsTopic(getTenantEngine().getTenantResource()));" is 126.,63
sitewhere-3.0.0-fc6441d,com.sitewhere.batch.kafka,UnprocessedBatchOperationsConsumer,received,Long Statement,The length of the statement "getLogger().debug("Received unprocessed batch operation payload:\n\n" + MarshalUtils.marshalJsonAsPrettyString(unprocessed));" is 125.,84
sitewhere-3.0.0-fc6441d,com.sitewhere.batch.kafka,UnprocessedBatchOperationsProducer,getTargetTopicName,Long Statement,The length of the statement "return getMicroservice().getKafkaTopicNaming().getUnprocessedBatchOperationsTopic(getTenantEngine().getTenantResource());" is 121.,25
sitewhere-3.0.0-fc6441d,com.sitewhere.batch.microservice,BatchOperationsMicroservice,createGrpcComponents,Long Identifier,The length of the field deviceEventManagementApiChannel is 31.,170
sitewhere-3.0.0-fc6441d,com.sitewhere.batch.microservice,BatchOperationsMicroservice,createGrpcComponents,Long Statement,The length of the statement "this.deviceManagementApiChannel=new CachedDeviceManagementApiChannel(wrapped`new CachedDeviceManagementApiChannel.CacheSettings());" is 131.,170
sitewhere-3.0.0-fc6441d,com.sitewhere.batch.microservice,BatchOperationsMicroservice,getDeviceEventManagementApiChannel,Long Identifier,The length of the field deviceEventManagementApiChannel is 31.,208
sitewhere-3.0.0-fc6441d,com.sitewhere.batch.microservice,BatchOperationsTenantEngine,tenantInitialize,Long Identifier,The length of the field unprocessedBatchOperationsProducer is 34.,130
sitewhere-3.0.0-fc6441d,com.sitewhere.batch.microservice,BatchOperationsTenantEngine,tenantInitialize,Long Identifier,The length of the field unprocessedBatchElementsProducer is 32.,130
sitewhere-3.0.0-fc6441d,com.sitewhere.batch.microservice,BatchOperationsTenantEngine,getUnprocessedBatchOperationsProducer,Long Identifier,The length of the field unprocessedBatchOperationsProducer is 34.,266
sitewhere-3.0.0-fc6441d,com.sitewhere.batch.microservice,BatchOperationsTenantEngine,setUnprocessedBatchOperationsProducer,Long Identifier,The length of the parameter unprocessedBatchOperationsProducer is 34.,271
sitewhere-3.0.0-fc6441d,com.sitewhere.batch.microservice,BatchOperationsTenantEngine,setUnprocessedBatchOperationsProducer,Long Identifier,The length of the field unprocessedBatchOperationsProducer is 34.,271
sitewhere-3.0.0-fc6441d,com.sitewhere.batch.microservice,BatchOperationsTenantEngine,getUnprocessedBatchElementsProducer,Long Identifier,The length of the field unprocessedBatchElementsProducer is 32.,280
sitewhere-3.0.0-fc6441d,com.sitewhere.batch.microservice,BatchOperationsTenantEngine,setUnprocessedBatchElementsProducer,Long Identifier,The length of the parameter unprocessedBatchElementsProducer is 32.,285
sitewhere-3.0.0-fc6441d,com.sitewhere.batch.microservice,BatchOperationsTenantEngine,setUnprocessedBatchElementsProducer,Long Identifier,The length of the field unprocessedBatchElementsProducer is 32.,285
sitewhere-3.0.0-fc6441d,com.sitewhere.batch.persistence.rdb,RdbBatchManagement,listBatchOperations,Long Statement,The length of the statement "@Override public void addPredicates( CriteriaBuilder cb` List<Predicate> predicates` Root<RdbBatchOperation> root) throws SiteWhereException {" is 142.,122
sitewhere-3.0.0-fc6441d,com.sitewhere.batch.persistence.rdb,RdbBatchManagement,listBatchOperations,Long Statement,The length of the statement "@Override public CriteriaQuery<RdbBatchOperation> addSort( CriteriaBuilder cb` Root<RdbBatchOperation> root` CriteriaQuery<RdbBatchOperation> query){" is 149.,122
sitewhere-3.0.0-fc6441d,com.sitewhere.batch.persistence.rdb,RdbBatchManagement,listBatchElements,Long Statement,The length of the statement "@Override public void addPredicates( CriteriaBuilder cb` List<Predicate> predicates` Root<RdbBatchElement> root) throws SiteWhereException {" is 140.,201
sitewhere-3.0.0-fc6441d,com.sitewhere.batch.persistence.rdb,RdbBatchManagement,listBatchElements,Long Statement,The length of the statement "@Override public CriteriaQuery<RdbBatchElement> addSort( CriteriaBuilder cb` Root<RdbBatchElement> root` CriteriaQuery<RdbBatchElement> query){" is 143.,201
sitewhere-3.0.0-fc6441d,com.sitewhere.commands,DefaultCommandExecutionBuilder,generateParameters,Complex Method,Cyclomatic complexity of the method is 23,52
sitewhere-3.0.0-fc6441d,com.sitewhere.commands,DefaultCommandExecutionBuilder,generateParameters,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@13904e8a,52
sitewhere-3.0.0-fc6441d,com.sitewhere.commands,DefaultCommandProcessingStrategy,deliverCommand,Long Statement,The length of the statement "IDeviceNestingContext nesting=NestedDeviceSupport.calculateNestedDeviceInformation(device`getTenantEngine().getTenantResource());" is 129.,58
sitewhere-3.0.0-fc6441d,com.sitewhere.commands,DefaultCommandProcessingStrategy,deliverCommand,Long Statement,The length of the statement "CommandRoutingLogic.routeCommand(getOutboundCommandRouter()`getUndeliveredCommandInvocationsProducer()`context`execution`nesting`active);" is 137.,58
sitewhere-3.0.0-fc6441d,com.sitewhere.commands,DefaultCommandProcessingStrategy,deliverSystemCommand,Long Statement,The length of the statement "IDeviceNestingContext nesting=NestedDeviceSupport.calculateNestedDeviceInformation(device`getTenantEngine().getTenantResource());" is 129.,90
sitewhere-3.0.0-fc6441d,com.sitewhere.commands.configuration.router,OutboundCommandRouterParser,parse,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@467612c8,32
sitewhere-3.0.0-fc6441d,com.sitewhere.commands.configuration.router,OutboundCommandRouterParser,createDeviceTypeMappingRouter,Long Statement,The length of the statement "LOGGER.info(String.format("Creating device type mapping router with configuration:\n%s\n\n"`MarshalUtils.marshalJsonAsPrettyString(config)));" is 141.,46
sitewhere-3.0.0-fc6441d,com.sitewhere.commands.destination.coap,CoapCommandDeliveryProvider,deliver,Long Parameter List,The method has 5 parameters. ,42
sitewhere-3.0.0-fc6441d,com.sitewhere.commands.destination.coap,CoapCommandDestination,CoapCommandDestination,Long Statement,The length of the statement "setCommandDeliveryParameterExtractor(new MetadataCoapParameterExtractor(new MetadataCoapParameterExtractorConfiguration(this)));" is 128.,23
sitewhere-3.0.0-fc6441d,com.sitewhere.commands.destination.coap,CoapParameters,toString,Long Statement,The length of the statement "return "CoAP request: " + getMethod().toUpperCase() + " Host: "+ getHostname()+ " Port: "+ getPort()+ " URL: "+ getUrl();" is 121.,64
sitewhere-3.0.0-fc6441d,com.sitewhere.commands.destination,CommandDestination,getCommandDeliveryParameterExtractor,Long Identifier,The length of the field commandDeliveryParameterExtractor is 33.,199
sitewhere-3.0.0-fc6441d,com.sitewhere.commands.destination,CommandDestination,setCommandDeliveryParameterExtractor,Long Identifier,The length of the parameter commandDeliveryParameterExtractor is 33.,203
sitewhere-3.0.0-fc6441d,com.sitewhere.commands.destination,CommandDestination,setCommandDeliveryParameterExtractor,Long Identifier,The length of the field commandDeliveryParameterExtractor is 33.,203
sitewhere-3.0.0-fc6441d,com.sitewhere.commands.destination.mqtt,MqttCommandDeliveryProvider,start,Long Statement,The length of the statement "getLogger().info("Connecting to MQTT broker at '" + getConfiguration().getHostname() + ":"+ getConfiguration().getPort()+ "'...");" is 130.,48
sitewhere-3.0.0-fc6441d,com.sitewhere.commands.destination.mqtt,MqttCommandDeliveryProvider,deliver,Long Parameter List,The method has 5 parameters. ,86
sitewhere-3.0.0-fc6441d,com.sitewhere.commands.destination.mqtt,MqttCommandDestination,MqttCommandDestination,Long Statement,The length of the statement "setCommandDeliveryParameterExtractor(new DefaultMqttParameterExtractor(new DefaultMqttParameterExtractorConfiguration(this)));" is 126.,25
sitewhere-3.0.0-fc6441d,com.sitewhere.commands.encoding.protobuf,JavaHybridProtobufExecutionEncoder,encodeParameterValue,Complex Method,Cyclomatic complexity of the method is 16,59
sitewhere-3.0.0-fc6441d,com.sitewhere.commands.encoding.protobuf,ProtobufExecutionEncoder,encode,Long Statement,The length of the statement "byte[] encoded=ProtobufMessageBuilder.createMessage(execution`nested`assignments`getTenantEngine().getTenantResource()`getDeviceManagement());" is 142.,60
sitewhere-3.0.0-fc6441d,com.sitewhere.commands.encoding.protobuf,ProtobufExecutionEncoder,encodeSystemCommand,Complex Method,Cyclomatic complexity of the method is 14,75
sitewhere-3.0.0-fc6441d,com.sitewhere.commands.kafka,EnrichedCommandInvocationsPipeline,getSourceTopicNames,Long Statement,The length of the statement "topics.add(getMicroservice().getKafkaTopicNaming().getOutboundCommandInvocationsTopic(getTenantEngine().getTenantResource()));" is 126.,45
sitewhere-3.0.0-fc6441d,com.sitewhere.commands.kafka,EnrichedCommandInvocationsPipeline,buildStreams,Long Statement,The length of the statement "builder.stream(getSourceTopicNames()`Consumed.with(Serdes.UUID()`SiteWhereSerdes.forProcessedEventPayload())).process(getCommandInvocationsProcessorSupplier()`new String[0]);" is 174.,58
sitewhere-3.0.0-fc6441d,com.sitewhere.commands.kafka,EnrichedCommandInvocationsPipeline,initialize,Long Identifier,The length of the field commandInvocationsProcessorSupplier is 35.,69
sitewhere-3.0.0-fc6441d,com.sitewhere.commands.kafka,EnrichedCommandInvocationsPipeline,getCommandInvocationsProcessorSupplier,Long Identifier,The length of the field commandInvocationsProcessorSupplier is 35.,99
sitewhere-3.0.0-fc6441d,com.sitewhere.commands.kafka,UndeliveredCommandInvocationsProducer,getTargetTopicName,Long Statement,The length of the statement "return getMicroservice().getKafkaTopicNaming().getUndeliveredCommandInvocationsTopic(getTenantEngine().getTenantResource());" is 124.,25
sitewhere-3.0.0-fc6441d,com.sitewhere.commands.manager,CommandDestinationsManager,initialize,Long Statement,The length of the statement "getLogger().info(String.format("About to initialize command destinations manager with configuration:\n%s\n\n"`MarshalUtils.marshalJsonAsPrettyString(getConfiguration().getCommandDestinations())));" is 196.,45
sitewhere-3.0.0-fc6441d,com.sitewhere.commands.manager,CommandDestinationsParser,parse,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@3db12cf4,56
sitewhere-3.0.0-fc6441d,com.sitewhere.commands.manager,CommandDestinationsParser,parseCoapParameterExtractor,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@1b43328a,91
sitewhere-3.0.0-fc6441d,com.sitewhere.commands.manager,CommandDestinationsParser,createCoapCommandDestination,Long Statement,The length of the statement "LOGGER.info(String.format("Creating CoAP command destination with configuration:\n%s\n\n"`MarshalUtils.marshalJsonAsPrettyString(config)));" is 139.,119
sitewhere-3.0.0-fc6441d,com.sitewhere.commands.manager,CommandDestinationsParser,parseMqttParameterExtractor,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@ab6cb76,137
sitewhere-3.0.0-fc6441d,com.sitewhere.commands.manager,CommandDestinationsParser,createMqttCommandDestination,Long Statement,The length of the statement "LOGGER.info(String.format("Creating MQTT command destination with configuration:\n%s\n\n"`MarshalUtils.marshalJsonAsPrettyString(config)));" is 139.,165
sitewhere-3.0.0-fc6441d,com.sitewhere.commands.microservice,CommandDeliveryMicroservice,createGrpcComponents,Long Statement,The length of the statement "this.deviceManagement=new CachedDeviceManagementApiChannel(wrapped`new CachedDeviceManagementApiChannel.CacheSettings());" is 121.,142
sitewhere-3.0.0-fc6441d,com.sitewhere.commands.microservice,CommandDeliveryTenantEngine,loadEngineComponents,Long Statement,The length of the statement "getLogger().info(String.format("Loaded command destinations configuration as:\n%s\n\n"`MarshalUtils.marshalJsonAsPrettyString(getActiveConfiguration())));" is 154.,80
sitewhere-3.0.0-fc6441d,com.sitewhere.commands.microservice,CommandDeliveryTenantEngine,tenantInitialize,Long Identifier,The length of the field enrichedCommandInvocationsPipeline is 34.,97
sitewhere-3.0.0-fc6441d,com.sitewhere.commands.microservice,CommandDeliveryTenantEngine,tenantInitialize,Long Identifier,The length of the field undeliveredCommandInvocationsProducer is 37.,97
sitewhere-3.0.0-fc6441d,com.sitewhere.commands.microservice,CommandDeliveryTenantEngine,getEnrichedCommandInvocationsPipeline,Long Identifier,The length of the field enrichedCommandInvocationsPipeline is 34.,216
sitewhere-3.0.0-fc6441d,com.sitewhere.commands.microservice,CommandDeliveryTenantEngine,getUndeliveredCommandInvocationsProducer,Long Identifier,The length of the field undeliveredCommandInvocationsProducer is 37.,225
sitewhere-3.0.0-fc6441d,com.sitewhere.commands.routing,CommandRoutingLogic,routeCommand,Long Parameter List,The method has 6 parameters. ,27
sitewhere-3.0.0-fc6441d,com.sitewhere.commands.routing,DeviceTypeMappingCommandRouter,getDestinationsForDevice,Long Statement,The length of the statement "ICommandDestination<?`?> destination=getCommandDestinationsManager().getCommandDestinationsMap().get(mapping.getDestinationId());" is 129.,66
sitewhere-3.0.0-fc6441d,com.sitewhere.commands.routing,SingleChoiceCommandRouter,start,Long Statement,The length of the statement "throw new SiteWhereException("Expected exactly one destination for command routing but found " + destinations.size() + ".");" is 124.,66
sitewhere-3.0.0-fc6441d,com.sitewhere.commands.spi,ICommandDeliveryProvider,deliver,Long Parameter List,The method has 5 parameters. ,29
sitewhere-3.0.0-fc6441d,com.sitewhere.commands.twilio,TwilioCommandDeliveryProvider,deliver,Long Parameter List,The method has 5 parameters. ,83
sitewhere-3.0.0-fc6441d,com.sitewhere.device.grpc,DeviceManagementImpl,getContainedCustomerTypes,Long Statement,The length of the statement "List<? extends ICustomerType> apiResult=getDeviceManagement().getContainedCustomerTypes(CommonModelConverter.asApiUuid(request.getId()));" is 137.,145
sitewhere-3.0.0-fc6441d,com.sitewhere.device.grpc,DeviceManagementImpl,updateCustomerType,Long Statement,The length of the statement "ICustomerType apiResult=getDeviceManagement().updateCustomerType(CommonModelConverter.asApiUuid(request.getId())`update);" is 121.,198
sitewhere-3.0.0-fc6441d,com.sitewhere.device.grpc,DeviceManagementImpl,listCustomerTypes,Long Statement,The length of the statement "ISearchResults<? extends ICustomerType> apiResult=getDeviceManagement().listCustomerTypes(CommonModelConverter.asApiSearchCriteria(request.getCriteria().getPaging()));" is 167.,227
sitewhere-3.0.0-fc6441d,com.sitewhere.device.grpc,DeviceManagementImpl,listCustomers,Long Statement,The length of the statement "ISearchResults<? extends ICustomer> apiResult=getDeviceManagement().listCustomers(DeviceModelConverter.asApiCustomerSearchCriteria(request.getCriteria()));" is 155.,409
sitewhere-3.0.0-fc6441d,com.sitewhere.device.grpc,DeviceManagementImpl,getContainedAreaTypes,Long Statement,The length of the statement "List<? extends IAreaType> apiResult=getDeviceManagement().getContainedAreaTypes(CommonModelConverter.asApiUuid(request.getId()));" is 129.,534
sitewhere-3.0.0-fc6441d,com.sitewhere.device.grpc,DeviceManagementImpl,listAreaTypes,Long Statement,The length of the statement "ISearchResults<? extends IAreaType> apiResult=getDeviceManagement().listAreaTypes(CommonModelConverter.asApiSearchCriteria(request.getCriteria().getPaging()));" is 159.,614
sitewhere-3.0.0-fc6441d,com.sitewhere.device.grpc,DeviceManagementImpl,listAreas,Long Statement,The length of the statement "ISearchResults<? extends IArea> apiResult=getDeviceManagement().listAreas(DeviceModelConverter.asApiAreaSearchCriteria(request.getCriteria()));" is 143.,787
sitewhere-3.0.0-fc6441d,com.sitewhere.device.grpc,DeviceManagementImpl,listZones,Long Statement,The length of the statement "ISearchResults<? extends IZone> apiResult=getDeviceManagement().listZones(DeviceModelConverter.asApiZoneSearchCriteria(request.getCriteria()));" is 143.,967
sitewhere-3.0.0-fc6441d,com.sitewhere.device.grpc,DeviceManagementImpl,updateDeviceType,Long Statement,The length of the statement "IDeviceType apiResult=getDeviceManagement().updateDeviceType(CommonModelConverter.asApiUuid(request.getId())`apiRequest);" is 121.,1096
sitewhere-3.0.0-fc6441d,com.sitewhere.device.grpc,DeviceManagementImpl,listDeviceTypes,Long Statement,The length of the statement "ISearchResults<? extends IDeviceType> apiResult=getDeviceManagement().listDeviceTypes(CommonModelConverter.asApiSearchCriteria(request.getCriteria().getPaging()));" is 163.,1123
sitewhere-3.0.0-fc6441d,com.sitewhere.device.grpc,DeviceManagementImpl,getDeviceCommandByToken,Long Statement,The length of the statement "IDeviceCommand apiResult=getDeviceManagement().getDeviceCommandByToken(CommonModelConverter.asApiUuid(request.getDeviceTypeId())`request.getToken());" is 149.,1234
sitewhere-3.0.0-fc6441d,com.sitewhere.device.grpc,DeviceManagementImpl,updateDeviceCommand,Long Statement,The length of the statement "IDeviceCommand apiResult=getDeviceManagement().updateDeviceCommand(CommonModelConverter.asApiUuid(request.getId())`apiRequest);" is 127.,1263
sitewhere-3.0.0-fc6441d,com.sitewhere.device.grpc,DeviceManagementImpl,createDeviceStatus,Long Statement,The length of the statement "IDeviceStatus apiResult=getDeviceManagement().createDeviceStatus(DeviceModelConverter.asApiDeviceStatusCreateRequest(request.getRequest()));" is 140.,1353
sitewhere-3.0.0-fc6441d,com.sitewhere.device.grpc,DeviceManagementImpl,getDeviceStatusByToken,Long Statement,The length of the statement "IDeviceStatus apiResult=getDeviceManagement().getDeviceStatusByToken(CommonModelConverter.asApiUuid(request.getDeviceTypeId())`request.getToken());" is 147.,1404
sitewhere-3.0.0-fc6441d,com.sitewhere.device.grpc,DeviceManagementImpl,updateDeviceStatus,Long Statement,The length of the statement "IDeviceStatus apiResult=getDeviceManagement().updateDeviceStatus(CommonModelConverter.asApiUuid(request.getId())`apiRequest);" is 125.,1433
sitewhere-3.0.0-fc6441d,com.sitewhere.device.grpc,DeviceManagementImpl,listDeviceStatuses,Long Statement,The length of the statement "ISearchResults<? extends IDeviceStatus> apiResult=getDeviceManagement().listDeviceStatuses(DeviceModelConverter.asApiDeviceStatusSearchCriteria(request.getCriteria()));" is 168.,1462
sitewhere-3.0.0-fc6441d,com.sitewhere.device.grpc,DeviceManagementImpl,listDevices,Long Statement,The length of the statement "ISearchResults<? extends IDevice> apiResult=getDeviceManagement().listDevices(DeviceModelConverter.asApiDeviceSearchCriteria(request.getCriteria()));" is 149.,1622
sitewhere-3.0.0-fc6441d,com.sitewhere.device.grpc,DeviceManagementImpl,listDeviceSummaries,Long Statement,The length of the statement "ISearchResults<? extends IDeviceSummary> apiResult=getDeviceManagement().listDeviceSummaries(DeviceModelConverter.asApiDeviceSearchCriteria(request.getCriteria()));" is 164.,1650
sitewhere-3.0.0-fc6441d,com.sitewhere.device.grpc,DeviceManagementImpl,createDeviceElementMapping,Long Statement,The length of the statement "IDevice apiResult=getDeviceManagement().createDeviceElementMapping(CommonModelConverter.asApiUuid(request.getId())`apiRequest);" is 127.,1682
sitewhere-3.0.0-fc6441d,com.sitewhere.device.grpc,DeviceManagementImpl,deleteDeviceElementMapping,Long Statement,The length of the statement "IDevice apiResult=getDeviceManagement().deleteDeviceElementMapping(CommonModelConverter.asApiUuid(request.getId())`request.getPath());" is 134.,1710
sitewhere-3.0.0-fc6441d,com.sitewhere.device.grpc,DeviceManagementImpl,updateDeviceGroup,Long Statement,The length of the statement "IDeviceGroup apiResult=getDeviceManagement().updateDeviceGroup(CommonModelConverter.asApiUuid(request.getId())`apiRequest);" is 123.,1843
sitewhere-3.0.0-fc6441d,com.sitewhere.device.grpc,DeviceManagementImpl,listDeviceGroups,Long Statement,The length of the statement "ISearchResults<? extends IDeviceGroup> apiResult=getDeviceManagement().listDeviceGroups(CommonModelConverter.asApiSearchCriteria(request.getCriteria().getPaging()));" is 165.,1872
sitewhere-3.0.0-fc6441d,com.sitewhere.device.grpc,DeviceManagementImpl,listDeviceGroupsWithRole,Long Statement,The length of the statement "ISearchResults<? extends IDeviceGroup> apiResult=getDeviceManagement().listDeviceGroupsWithRole(request.getCriteria().getRole()`CommonModelConverter.asApiSearchCriteria(request.getCriteria().getPaging()));" is 205.,1904
sitewhere-3.0.0-fc6441d,com.sitewhere.device.grpc,DeviceManagementImpl,addDeviceGroupElements,Long Statement,The length of the statement "List<IDeviceGroupElementCreateRequest> apiRequest=DeviceModelConverter.asApiDeviceGroupElementCreateRequests(request.getRequestsList());" is 136.,1964
sitewhere-3.0.0-fc6441d,com.sitewhere.device.grpc,DeviceManagementImpl,addDeviceGroupElements,Long Statement,The length of the statement "List<? extends IDeviceGroupElement> apiResult=getDeviceManagement().addDeviceGroupElements(CommonModelConverter.asApiUuid(request.getGroupId())`apiRequest`request.getIgnoreDuplicates());" is 186.,1964
sitewhere-3.0.0-fc6441d,com.sitewhere.device.grpc,DeviceManagementImpl,removeDeviceGroupElements,Long Statement,The length of the statement "List<? extends IDeviceGroupElement> apiResult=getDeviceManagement().removeDeviceGroupElements(CommonModelConverter.asApiUuids(request.getElementIdsList()));" is 156.,1995
sitewhere-3.0.0-fc6441d,com.sitewhere.device.grpc,DeviceManagementImpl,listDeviceGroupElements,Long Statement,The length of the statement "ISearchResults<? extends IDeviceGroupElement> apiResult=getDeviceManagement().listDeviceGroupElements(CommonModelConverter.asApiUuid(request.getGroupId())`CommonModelConverter.asApiSearchCriteria(request.getCriteria().getPaging()));" is 232.,2024
sitewhere-3.0.0-fc6441d,com.sitewhere.device.grpc,DeviceManagementImpl,getActiveAssignmentsForDevice,Long Statement,The length of the statement "List<? extends IDeviceAssignment> apiResult=getDeviceManagement().getActiveDeviceAssignments(CommonModelConverter.asApiUuid(request.getId()));" is 142.,2138
sitewhere-3.0.0-fc6441d,com.sitewhere.device.grpc,DeviceManagementImpl,deleteDeviceAssignment,Long Statement,The length of the statement "IDeviceAssignment apiResult=getDeviceManagement().deleteDeviceAssignment(CommonModelConverter.asApiUuid(request.getId()));" is 122.,2168
