Project Name,Package Name,Type Name,NOF,NOPF,NOM,NOPM,LOC,WMC,NC,DIT,LCOM,FANIN,FANOUT,File path,Line no
sitewhere-2.1.0-0c184b5,com.sitewhere.asset,AssetManagementApplication,1,0,2,2,17,2,0,0,1.0,0,1,C:\Users\ale\Desktop\arcan-trial-2.8.2-sitewhere\projects\sitewhere-2.1.0-0c184b5\service-asset-management\src\main\java\com\sitewhere\asset\AssetManagementApplication.java,17
sitewhere-2.1.0-0c184b5,com.sitewhere.asset,AssetManagementDecorator,0,0,13,13,45,13,0,0,-1.0,0,1,C:\Users\ale\Desktop\arcan-trial-2.8.2-sitewhere\projects\sitewhere-2.1.0-0c184b5\sitewhere-core\src\main\java\com\sitewhere\asset\AssetManagementDecorator.java,23
sitewhere-2.1.0-0c184b5,com.sitewhere.asset.configuration,AssetManagementModelProvider,0,0,6,5,32,7,0,0,-1.0,0,4,C:\Users\ale\Desktop\arcan-trial-2.8.2-sitewhere\projects\sitewhere-2.1.0-0c184b5\service-asset-management\src\main\java\com\sitewhere\asset\configuration\AssetManagementModelProvider.java,16
sitewhere-2.1.0-0c184b5,com.sitewhere.asset.configuration,AssetManagementRoleKeys,1,0,0,0,11,0,0,0,-1.0,2,0,C:\Users\ale\Desktop\arcan-trial-2.8.2-sitewhere\projects\sitewhere-2.1.0-0c184b5\service-asset-management\src\main\java\com\sitewhere\asset\configuration\AssetManagementRoleKeys.java,12
sitewhere-2.1.0-0c184b5,com.sitewhere.asset.configuration,AssetManagementRoles,1,0,0,0,15,0,0,0,-1.0,1,3,C:\Users\ale\Desktop\arcan-trial-2.8.2-sitewhere\projects\sitewhere-2.1.0-0c184b5\service-asset-management\src\main\java\com\sitewhere\asset\configuration\AssetManagementRoles.java,16
sitewhere-2.1.0-0c184b5,com.sitewhere.asset.grpc,AssetManagementGrpcServer,0,0,1,1,9,1,0,0,-1.0,0,2,C:\Users\ale\Desktop\arcan-trial-2.8.2-sitewhere\projects\sitewhere-2.1.0-0c184b5\service-asset-management\src\main\java\com\sitewhere\asset\grpc\AssetManagementGrpcServer.java,15
sitewhere-2.1.0-0c184b5,com.sitewhere.asset.grpc,AssetManagementImpl,2,0,17,17,244,23,0,0,0.0,0,5,C:\Users\ale\Desktop\arcan-trial-2.8.2-sitewhere\projects\sitewhere-2.1.0-0c184b5\service-asset-management\src\main\java\com\sitewhere\asset\grpc\AssetManagementImpl.java,51
sitewhere-2.1.0-0c184b5,com.sitewhere.asset.grpc,AssetManagementRouter,2,0,16,16,109,29,0,0,0.0,0,4,C:\Users\ale\Desktop\arcan-trial-2.8.2-sitewhere\projects\sitewhere-2.1.0-0c184b5\service-asset-management\src\main\java\com\sitewhere\asset\grpc\AssetManagementRouter.java,49
sitewhere-2.1.0-0c184b5,com.sitewhere.asset.initializer,GroovyAssetModelInitializer,3,0,6,6,45,6,0,0,0.0,1,2,C:\Users\ale\Desktop\arcan-trial-2.8.2-sitewhere\projects\sitewhere-2.1.0-0c184b5\service-asset-management\src\main\java\com\sitewhere\asset\initializer\GroovyAssetModelInitializer.java,22
sitewhere-2.1.0-0c184b5,com.sitewhere.asset.messages,AssetManagementMessages,0,0,0,0,5,0,0,0,-1.0,0,0,C:\Users\ale\Desktop\arcan-trial-2.8.2-sitewhere\projects\sitewhere-2.1.0-0c184b5\service-asset-management\src\main\java\com\sitewhere\asset\messages\AssetManagementMessages.java,14
