"Project","Commit","ADI"
"sharebike","f29f177a",0
"sharebike","3b006bd2",0
"sharebike","d2980e69",47
"sharebike","4c5c00be",47
"sharebike","efecd5e5",47
"sharebike","68953d4a",47
"sharebike","3f7904a4",47
"sharebike","84a0d0c5",53
"sharebike","1d6e0a1f",53
"sharebike","1d3748b3",53
"sharebike","ab60b723",53
