Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
trainticket-0.2.0-e5ae0c3,adminbasic.config,SecurityConfig,corsConfigurer,Long Statement,The length of the statement "registry.addMapping("/**").allowedOrigins(ALL).allowedMethods(ALL).allowedHeaders(ALL).allowCredentials(false).maxAge(3600);" is 124.,39
trainticket-0.2.0-e5ae0c3,adminbasic.config,SecurityConfig,corsConfigurer,Magic Number,The method contains a magic number: 3600,39
trainticket-0.2.0-e5ae0c3,adminbasic.config,SecurityConfig,addCorsMappings,Long Statement,The length of the statement "registry.addMapping("/**").allowedOrigins(ALL).allowedMethods(ALL).allowedHeaders(ALL).allowCredentials(false).maxAge(3600);" is 124.,50
trainticket-0.2.0-e5ae0c3,adminbasic.config,SecurityConfig,addCorsMappings,Magic Number,The method contains a magic number: 3600,50
trainticket-0.2.0-e5ae0c3,adminbasic.config,SecurityConfig,configure,Long Statement,The length of the statement "httpSecurity.httpBasic().disable().csrf().disable().sessionManagement().sessionCreationPolicy(SessionCreationPolicy.STATELESS).and().authorizeRequests().antMatchers(HttpMethod.GET`"/api/v1/adminbasicservice/adminbasic/stations").permitAll().antMatchers(HttpMethod.GET`"/api/v1/adminbasicservice/adminbasic/trains").permitAll().antMatchers(HttpMethod.GET`"/api/v1/adminbasicservice/adminbasic/prices").permitAll().antMatchers(HttpMethod.GET`"/api/v1/adminbasicservice/adminbasic/configs").permitAll().antMatchers(HttpMethod.GET`"/api/v1/adminbasicservice/adminbasic/contacts").permitAll().antMatchers("/api/v1/adminbasicservice/**").hasRole("ADMIN").antMatchers("/swagger-ui.html"`"/webjars/**"`"/images/**"`"/configuration/**"`"/swagger-resources/**"`"/v2/**").permitAll().anyRequest().authenticated().and().addFilterBefore(new JWTFilter()`UsernamePasswordAuthenticationFilter.class);" is 884.,63
trainticket-0.2.0-e5ae0c3,adminbasic.controller,AdminBasicInfoControllerTest,testHome,Long Statement,The length of the statement "mockMvc.perform(MockMvcRequestBuilders.get("/api/v1/adminbasicservice/welcome")).andExpect(MockMvcResultMatchers.status().isOk()).andExpect(MockMvcResultMatchers.content().string("Welcome to [ AdminBasicInfo Service ] !"));" is 223.,39
trainticket-0.2.0-e5ae0c3,adminbasic.controller,AdminBasicInfoControllerTest,testGetAllContacts,Long Statement,The length of the statement "String result=mockMvc.perform(MockMvcRequestBuilders.get("/api/v1/adminbasicservice/adminbasic/contacts")).andExpect(MockMvcResultMatchers.status().isOk()).andReturn().getResponse().getContentAsString();" is 203.,46
trainticket-0.2.0-e5ae0c3,adminbasic.controller,AdminBasicInfoControllerTest,testDeleteContacts,Long Statement,The length of the statement "Mockito.when(adminBasicInfoService.deleteContact(Mockito.anyString()`Mockito.any(HttpHeaders.class))).thenReturn(response);" is 123.,55
trainticket-0.2.0-e5ae0c3,adminbasic.controller,AdminBasicInfoControllerTest,testDeleteContacts,Long Statement,The length of the statement "String result=mockMvc.perform(MockMvcRequestBuilders.delete("/api/v1/adminbasicservice/adminbasic/contacts/contactsId")).andExpect(MockMvcResultMatchers.status().isOk()).andReturn().getResponse().getContentAsString();" is 217.,55
trainticket-0.2.0-e5ae0c3,adminbasic.controller,AdminBasicInfoControllerTest,testModifyContacts,Long Statement,The length of the statement "Mockito.when(adminBasicInfoService.modifyContact(Mockito.any(Contacts.class)`Mockito.any(HttpHeaders.class))).thenReturn(response);" is 131.,64
