project,versionId,versionIndex,versionDate,ATDI,ATDI_WEIGHTED,AffectedClassesRatio,AffectedComponentType,AffectedConstructType,AffectedElements,AfferentAffectedRatio,CentralComponent,EfferentAffectedRatio,InstabilityGap,InstabilityGapThreshold,LOCDensity,MeanContTreeDepth,MeanContTreeDistance,NumberOfEdges,PageRankWeighted,PageRankWeightedRanking,Severity,Shape,Size,SmellExtent,SmellExtentByWeight,StDContTreeDepth,StDContTreeDistance,Strength,StrengthThreshold,TotalNumberOfChanges,smellType,vertexId,vertexLabel
trainticket-0.2.0-e5ae0c3,08710a7f-2e9d-4309-9f81-3ef66a7ba91f,1,2023-02-13T12:01:55.013217200,37.79073694912367,37.79073694912367,0.0,CONTAINER,PACKAGE,"[edu.fudan.common, edu.fudan.common.security, edu.fudan, user]",0.0,user,0.0,1.0,0.2,0.0,0.0,0.8333333333333334,3,7.809440588197469E-5,1,5.454623037612722,,4,48,48,0.0,0.8975274678557507,1.0,0.3,0,unstableDep,29952,smell
trainticket-0.2.0-e5ae0c3,08710a7f-2e9d-4309-9f81-3ef66a7ba91f,1,2023-02-13T12:01:55.013217200,24.216963080450906,24.216963080450906,0.0,CONTAINER,PACKAGE,"[auth, edu.fudan.common.security, edu.fudan.common, edu.fudan]",0.0,auth,0.0,1.0,0.2,0.0,0.0,1.1666666666666667,3,7.809440588197469E-5,1,5.87347627719896,,4,17,17,0.0,0.8975274678557508,1.0,0.3,0,unstableDep,29961,smell
