project,versionId,versionIndex,versionDate,AbstractnessMetric,ChangeHasOccurred,ComponentType,FanIn,FanOut,InstabilityMetric,IsNested,LinesOfCode,NumberOfChildren,PageRank,TotalAmountOfChanges,constructType,filePathReal,filePathRelative,name,simpleName,vertexId,vertexLabel
teastore-1.2.0,149fb981-7a60-48de-a742-022b16674bf6,1,2023-02-10T19:13:37.365555,0.5,false,PACKAGE,5,0,0.0,false,110,6,0.0351999043634787,0,PACKAGE,.,.,tools.descartes.teastore.image.cache.entry,entry,0,container
teastore-1.2.0,149fb981-7a60-48de-a742-022b16674bf6,1,2023-02-10T19:13:37.365555,0.0,false,PACKAGE,3,1,0.25,false,20,5,0.047060478571158026,0,PACKAGE,.,.,tools.descartes.teastore.recommender.algorithm.impl,impl,1549,container
teastore-1.2.0,149fb981-7a60-48de-a742-022b16674bf6,1,2023-02-10T19:13:37.365555,0.0,false,PACKAGE,18,0,0.0,false,531,8,0.12154903456972202,0,PACKAGE,.,.,tools.descartes.teastore.entities,entities,1058,container
teastore-1.2.0,149fb981-7a60-48de-a742-022b16674bf6,1,2023-02-10T19:13:37.365555,0.0,false,PACKAGE,1,1,0.5,false,26,1,0.025443288337269224,0,PACKAGE,.,.,tools.descartes.teastore.recommender.algorithm.impl.pop,pop,1583,container
teastore-1.2.0,149fb981-7a60-48de-a742-022b16674bf6,1,2023-02-10T19:13:37.365555,0.0,false,PACKAGE,1,2,0.75,false,36,1,0.025443288337269224,0,PACKAGE,.,.,tools.descartes.teastore.recommender.algorithm.impl.orderbased,orderbased,1591,container
teastore-1.2.0,149fb981-7a60-48de-a742-022b16674bf6,1,2023-02-10T19:13:37.365555,0.0,false,PACKAGE,4,1,0.14285714285714285,false,55,1,0.02228698614373438,0,PACKAGE,.,.,tools.descartes.teastore.entities.message,message,1086,container
teastore-1.2.0,149fb981-7a60-48de-a742-022b16674bf6,1,2023-02-10T19:13:37.365555,0.0,false,PACKAGE,1,2,0.6666666666666666,false,121,2,0.025443288337269224,0,PACKAGE,.,.,tools.descartes.teastore.recommender.algorithm.impl.cf,cf,1599,container
teastore-1.2.0,149fb981-7a60-48de-a742-022b16674bf6,1,2023-02-10T19:13:37.365555,0.0,false,PACKAGE,0,1,1.0,false,0,5,0.009051229528301612,0,PACKAGE,.,.,tools.descartes.teastore.persistence,persistence,1095,container
teastore-1.2.0,149fb981-7a60-48de-a742-022b16674bf6,1,2023-02-10T19:13:37.365555,0.0,false,PACKAGE,2,2,0.5,false,1001,11,0.015014930596701047,0,PACKAGE,.,.,tools.descartes.teastore.persistence.domain,domain,1101,container
teastore-1.2.0,149fb981-7a60-48de-a742-022b16674bf6,1,2023-02-10T19:13:37.365555,0.4,false,PACKAGE,2,3,0.9,false,495,12,0.01406919952936387,0,PACKAGE,.,.,tools.descartes.teastore.image.cache,cache,82,container
teastore-1.2.0,149fb981-7a60-48de-a742-022b16674bf6,1,2023-02-10T19:13:37.365555,0.0,false,PACKAGE,0,0,0.0,false,24,1,0.009051229528301612,0,PACKAGE,.,.,tools.descartes.teastore.persistence.servlet,servlet,1109,container
teastore-1.2.0,149fb981-7a60-48de-a742-022b16674bf6,1,2023-02-10T19:13:37.365555,0.0,false,PACKAGE,0,2,1.0,false,50,1,0.009051229528301612,0,PACKAGE,.,.,tools.descartes.teastore.persistence.daemons,daemons,1117,container
teastore-1.2.0,149fb981-7a60-48de-a742-022b16674bf6,1,2023-02-10T19:13:37.365555,0.2,false,PACKAGE,3,4,0.47058823529411764,false,618,5,0.020819578428131046,0,PACKAGE,.,.,tools.descartes.teastore.persistence.repository,repository,1125,container
teastore-1.2.0,149fb981-7a60-48de-a742-022b16674bf6,1,2023-02-10T19:13:37.365555,0.0,false,PACKAGE,0,0,1.0,false,0,10,0.009051229528301612,0,PACKAGE,.,.,tools.descartes.teastore,teastore,1146,container
teastore-1.2.0,149fb981-7a60-48de-a742-022b16674bf6,1,2023-02-10T19:13:37.365555,0.0,false,PACKAGE,0,2,1.0,false,0,3,0.009051229528301612,0,PACKAGE,.,.,tools.descartes.teastore.auth,auth,1156,container
teastore-1.2.0,149fb981-7a60-48de-a742-022b16674bf6,1,2023-02-10T19:13:37.365555,0.0,false,PACKAGE,0,2,1.0,false,0,2,0.009051229528301612,0,PACKAGE,.,.,tools.descartes.teastore.webui,webui,1164,container
teastore-1.2.0,149fb981-7a60-48de-a742-022b16674bf6,1,2023-02-10T19:13:37.365555,0.0,false,PACKAGE,0,1,1.0,false,0,3,0.009051229528301612,0,PACKAGE,.,.,tools.descartes.teastore.recommender,recommender,1172,container
teastore-1.2.0,149fb981-7a60-48de-a742-022b16674bf6,1,2023-02-10T19:13:37.365555,0.0,false,PACKAGE,0,0,0.0,false,126,1,0.009051229528301612,0,PACKAGE,.,.,tools.descartes.teastore.dockermemoryconfigurator,dockermemoryconfigurator,1180,container
teastore-1.2.0,149fb981-7a60-48de-a742-022b16674bf6,1,2023-02-10T19:13:37.365555,0.0,false,PACKAGE,2,10,0.9310344827586207,false,967,10,0.014941523758294347,0,PACKAGE,.,.,tools.descartes.teastore.image.setup,setup,1695,container
teastore-1.2.0,149fb981-7a60-48de-a742-022b16674bf6,1,2023-02-10T19:13:37.365555,0.0,false,PACKAGE,0,0,1.0,false,0,2,0.009051229528301612,0,PACKAGE,.,.,tools.descartes.teastore.registry,registry,1188,container
teastore-1.2.0,149fb981-7a60-48de-a742-022b16674bf6,1,2023-02-10T19:13:37.365555,0.42857142857142855,false,PACKAGE,1,1,0.3333333333333333,false,107,7,0.010150431026765102,0,PACKAGE,.,.,tools.descartes.teastore.auth.security,security,1706,container
teastore-1.2.0,149fb981-7a60-48de-a742-022b16674bf6,1,2023-02-10T19:13:37.365555,0.2,false,PACKAGE,15,2,0.03225806451612903,false,294,8,0.08108540557781621,0,PACKAGE,.,.,tools.descartes.teastore.registryclient,registryclient,1196,container
teastore-1.2.0,149fb981-7a60-48de-a742-022b16674bf6,1,2023-02-10T19:13:37.365555,0.0,false,PACKAGE,0,7,1.0,false,187,2,0.009051229528301612,0,PACKAGE,.,.,tools.descartes.teastore.auth.rest,rest,1714,container
teastore-1.2.0,149fb981-7a60-48de-a742-022b16674bf6,1,2023-02-10T19:13:37.365555,0.0,false,PACKAGE,0,0,1.0,false,0,2,0.009051229528301612,0,PACKAGE,.,.,tools.descartes.teastore.kieker,kieker,1204,container
