project,versionId,versionIndex,versionDate,ATDI,ATDI_WEIGHTED,AffectedClassesRatio,AffectedComponentType,AffectedConstructType,AffectedElements,AfferentAffectedRatio,CentralComponent,EfferentAffectedRatio,InstabilityGap,InstabilityGapThreshold,LOCDensity,MeanContTreeDepth,MeanContTreeDistance,NumberOfEdges,PageRankWeighted,PageRankWeightedRanking,Severity,Shape,Size,SmellExtent,SmellExtentByWeight,StDContTreeDepth,StDContTreeDistance,Strength,StrengthThreshold,TotalNumberOfChanges,smellType,vertexId,vertexLabel
trainticket-0.0.4-97fe13c,b8b58bff-7324-4346-b825-c24969eca24b,1,2023-02-13T12:00:55.899344100,38.5700093871232,38.5700093871232,0.0,CONTAINER,PACKAGE,"[edu.fudan.common.security, edu.fudan.common, edu.fudan, user]",0.0,user,0.0,1.0,0.2,0.0,0.0,0.8333333333333334,3,8.43894825650869E-5,1,5.454623037612722,,4,50,50,0.0,0.8975274678557507,1.0,0.3,0,unstableDep,29233,smell
trainticket-0.0.4-97fe13c,b8b58bff-7324-4346-b825-c24969eca24b,1,2023-02-13T12:00:55.899344100,24.216963080450906,24.216963080450906,0.0,CONTAINER,PACKAGE,"[auth, edu.fudan.common.security, edu.fudan.common, edu.fudan]",0.0,auth,0.0,1.0,0.2,0.0,0.0,1.1666666666666667,3,8.43894825650869E-5,1,5.87347627719896,,4,17,17,0.0,0.8975274678557508,1.0,0.3,0,unstableDep,29242,smell
