project,versionId,versionIndex,versionDate,edgeId,edgeLabel,from,fromId,to,toId
trainticket-0.0.4-97fe13c,b8b58bff-7324-4346-b825-c24969eca24b,1,2023-02-13T12:00:55.899344100,29236,affects,unstableDep,29233,user,5604
trainticket-0.0.4-97fe13c,b8b58bff-7324-4346-b825-c24969eca24b,1,2023-02-13T12:00:55.899344100,29245,affects,unstableDep,29242,auth,3939
